sign	grp	nr	ref	name	comment	author	date	x
K-CIA	K	8332		Ciavolino, Ncola		nk	1995.09.14	
K-WAK	K	1796		Wakefield, Peter	Sir Peter Wakefield	ME	1995.09.14	
Wa-BER	Wa	3220		Bergmueller, Johan Georg		nk	1995.09.14	
Wa-LOO	Wa	110		Loon, Theodor van		nk	1995.09.14	
Cm-LUG	Cm	4390		Lugli, Leonardo		nk	1995.09.14	
Cm-MAM	Cm	650		Mambriani, Andrea		nk	1995.09.14	
Ca-PIN	Ca	315		Pino, Antonio	orafo, 17. Jh. - hier auch der Sohn Alfonso	fr	1995.09.15	
Ca-ACQ	Ca	7818		Acqua, Martino dell'		fr	1995.09.15	
Ca-GIO	Ca	935		Giovanni Antonio da Como		fr	1995.09.15	
Ca-RUS	Ca	30		Rusca, Bartolomeo	1680-1745	ME	1995.09.15	
KatP-MAR	KatP	9853		Marzotto, Marta		gw	1995.09.15	
Wa-BIN	Wa	1440		Bindesboell, Michael Gottlieb Birkner	1800-1856, daen. Architekt	ME	1995.09.15	
K-TAY	K	4234		Taylor, René		ME	1995.09.18	
Wa-WEE	Wa	170		Weenix, Jan Baptist	d. Ae.	fr	1995.09.18	
Ca-SPA	Ca	10		Spacca, Ascensidonio		fr	1995.09.18	
K-GRI	K	4590		Grimme, Ernst Guenther		nk	1995.09.18	
Ca-LOR	Ca	304		Lorenzo da Mortara		gw	1995.09.19	
Ca-SOL	Ca	240		Solari, Francesco	auch Solario, Francesco de	gw	1995.09.19	
Ca-CAR	Ca	494		Carcano, Luigi		gw	1995.09.19	
K-PAN	K	3305		Panicelli, Ida		nk	1995.09.19	
E-COR	E	672		Cortazzone		nk	1995.09.19	
E-VIL	E	372		Villafranca d'Asti		nk	1995.09.19	
E-MON	E	232		Moncucco Torinese		nk	1995.09.19	
Wa-RIC	Wa	2580		Richter, Johan	Richter, Johan (Giovanni, Jean): Vedutenmaler ibn Venedig	gw	1995.09.19	
Ca-PAD	Ca	20		Paderni, Camillo	Mitte 18. Jh, aus Neapel, Ausgrabungsleiter in Herculaneum	ME	1995.09.19	
Wa-RAM	Wa	6906		Ramsay, Allan		ME	1995.09.19	
E-SAN	E	3382		San Pietro di Carida		nk	1995.09.20	
Cm-SOL	Cm	3245		Soli, Cesco		nk	1995.09.20	
Cm-IAR	Cm	3260		Iaria, Antonio		nk	1995.09.20	
E-CET	E	52		Cetraro		nk	1995.09.20	
Cm-DEF	Cm	3460		Defilippo, Giuseppe		nk	1995.09.20	
Cm-CAL	Cm	6885		Clary, Franco		nk	1995.09.20	
Ca-SEB	Ca	420		Sebastiani, Sebastiano		gw	1995.09.20	
Cm-DOM	Cm	340		Domanico, Vincenzo		nk	1995.09.20	
E-AIE	E	82		Aieta		nk	1995.09.20	
Cm-MAU	Cm	6676		Mauri, Giancarlo		nk	1995.09.20	
KatE-AMA	KatE	5185		Amantea		nk	1995.09.20	
KatM-URB	KatM	324		Urbania		gw	1995.09.20	
KatP-UBA	KatP	4098		Ubaldini, Bernardino		gw	1995.09.20	
Cm-PEG	Cm	6468		Pegrassi, Agostino		fr	1995.09.20	
E-TOR	E	512		Torre di Ruggiero		nk	1995.09.20	
Cm-NES	Cm	1052		Nesci, Peppino		nk	1995.09.20	
Cm-VEC	Cm	645		Vecchia, Virgilio		gw	1995.09.20	
Cm-SCI	Cm	103		Scialoja, Vittoria		gw	1995.09.20	
Cm-NOS	Cm	1880		Nosek, Renato		gw	1995.09.20	
KatE-FER	KatE	4532		Fermignano		gw	1995.09.20	
Wm-SEM	Wm	9489		Semyonov, Felix		gw	1995.09.20	
Wm-EBN	Wm	2020		Ebner, Wolfgang		kl	1995.09.20	
Gh-POZ	Gh	9832		Pozzo, Bartolommeo Dal		nk	1995.09.20	
Vb-SAN	Vb	6105		San Paolo Albanese		nk	1995.09.20	
E-SAN	E	6232		San Vito Albanese		nk	1995.09.20	
E-VAL	E	1273	v	Valvisciolo, Abbazia di	Zisterzienserabtei, siehe Sermoneta	nk	1995.09.21	
E-CHI	E	192		Chiaromonte		nk	1995.09.21	
E-SAN	E	4737	v	Santa Maria del Sagittario, Abbazia di	Zisterzienserabtei, siehe Chiaromonte, Prov. di Potenza	nk	1995.09.21	
K-KAU	K	2405		Kaufmann, Thomas DaCosta		nk	1995.09.21	
Wa-TAY	Wa	310		Taylor, George Ledwell		gw	1995.09.21	
Hd	Hd	2875		Zeus		gw	1995.09.21	
Wa-COS	Wa	7368		Costa, Pau	spanischer Bildhauer, 18. Jh.	fr	1995.09.22	
Ca-RUB	Ca	760		Rubicano, Cola	auch Rabicano, Rapicano u. Ribicano; Miniator aus Kalabrien gest. 1488	ME	1995.09.22	
Wa-HER	Wa	7782		Hertz, Johannes		gw	1995.09.22	
Ym-PEK	Ym	3496		Peking		nk	1995.09.25	
K-BRO	K	8756		Brown, Julian	Paläograph, Univ. London	gl	1995.09.25	
E-PIE	E	43	v	Piedimonte Matese	siehe Piedimonte d'Alife (Prov. di Caserta)	nk	1995.09.25	
KatP-ABR	KatP	6460		Abrams, Maida und George		gl	1995.09.25	
E-VAL	E	1202		Valtournanche		ME	1995.09.25	
E-NOL	E	21		Nole	Nole Canavese	ME	1995.09.25	
KatE-BOW	KatE	1532		Bowdoin		nk	1995.09.25	
KatE-DAR	KatE	7572		Dartmouth		nk	1995.09.25	
Ca-PON	Ca	235		Pontini, Antonio	1832-1918, Ingenieur u. Maler	fr	1995.09.26	
Cm-DAG	Cm	5566		D'Agostini, Antonio		gl	1995.09.26	
Wa-QUE	Wa	4203		Quellinus, Erasmus II		gw	1995.09.26	
Wa-VOS	Wa	380		Vos, Simon de		gw	1995.09.26	
Wa-VOE	Wa	7360		Voet, Ferdinand		gw	1995.09.26	
K-REC	K	3485		Recio, Alejandro	padre Alejandro Recio Veganzones O. F. M., Prof. am Pontificio Ist. Archeologia Cristiana	gl	1995.09.26	
Ca-MAN	Ca	705		Manna, Gian Antonio	16. Jh.	fr	1995.09.26	
Wm-ISO	Wm	7800		Isou, Isidore	Pseudonym von Isidore Goldstein, geb. 1925 Rumänien	gl	1995.09.26	
Ca-FON	Ca	690		Fonton, Marcello	18. Jh.	fr	1995.09.26	
Zp-HAW	Zp	3818		Hawkins, Henry	1577-1646, Verf. v. Partheneia Sacra u. The Devout Hart	gl	1995.09.26	
Wa-VAU	Wa	170		Vaudoyer, Léon	1803-72, Architekt	gl	1995.09.26	
E-MON	E	3102		Monte Urano	auch Monturano, Ascoli Piceno	gl	1995.09.26	
Cm-ERR	Cm	5250		Errò	auch Ferrò, geb. 1932, Maler	gl	1995.09.26	
Wa-ASH	Wa	609		Ashbee, Charles Robert	1863-1942, Architekt usw.	gl	1995.09.26	
Wm-ASH	Wm	609		Ashbee, Helen	Tochter von Charles Robert	gl	1995.09.26	
Wm-SEE	Wm	280		Seeberger	Photographenfamilie, Séeberger	gl	1995.09.27	
Zo-GUA	Zo	9991		Guazzo, Stefano		gl	1995.09.27	
Cm-MIC	Cm	550		Micheli, Guglielmo	Maler	gw	1995.09.27	
Ca-PON	Ca	270		Pontremoli, Raffaele	1832-1906, Schlachtenmaler	gl	1995.09.27	
Wa-CAS	Wa	265	v	Cascalls, Jaume	siehe Castayles, Jaime, Wa-CAS 1290	gl	1995.09.27	
Ca-BER	Ca	600		Berlinghieri, Berlinghiero		nk	1995.09.27	
Ca-SIC	Ca	20		Sicciolante, Tullio	Sohn des Girolamo Sicciolante	ME	1995.09.27	
Ca-SAS	Ca	25		Sassi, Alfredo	1869-1952	fr	1995.09.27	
Wa-CHA	Wa	2200		Champagne, Jean-Baptiste de	auch Champaigne, 1631-81, Maler	gl	1995.09.27	
Wa-KER	Wa	6598		Kerrich, Thomas	1748-1838, Zeichner u. Stecher	gl	1995.09.28	
KatE-BAD	KatE	1995		Baden		nk	1995.09.28	
Cm-POE	Cm	6680		Poernbacher, Siegfried		nk	1995.09.28	
Ca-CER	Ca	545		Cerulli, Giacomo	Restaurator und Bildhauer, 19. Jh.	ME	1995.09.28	
Cm-NOV	Cm	1146		Novello, Alpago		gw	1995.09.28	
Ca-TER	Ca	6530		Terreni, Giovanni Maria	1768-1811	gl	1995.09.29	
Cm-BER	Cm	1325		Bertocci, Carlo	geb. 1946, arbeitet in Florenz	gl	1995.09.29	
Cm-FIO	Cm	6587		Fiorentino, Paolo	1965	gl	1995.09.29	
Wa-PIL	Wa	430		Pillement, Jean	Jean-Baptiste P.	fr	1995.09.29	
Cm-ALB	Cm	100		Albanese, Mario Rudolfo	geb. 1933, Conegliano	gl	1995.09.29	
Hd	Hd	1845		Isis	ägyptische Göttin	gl	1995.09.29	
Cm-APR	Cm	3436		Aprile Ronda, Omar	geb. 1947 in Portula (VC)	gl	1995.10.02	
Zu-HIG	Zu	1411		Higdens, Ranulph	Verf. v. Ars componendi sermones, 12./13. Jh., O. S. B.	gl	1995.10.02	
E-PRA	E	132		Pralormo		fr	1995.10.02	
KatP-STA	KatP	4915		Stangl, Etta und Otto		uk	1995.10.04	
Wa-KUR	Wa	7440		Kurten, Xaverius Antonius	Architekt, 19. Jh. "X. A. K. nasce a Brule, vicino a Colonia, in Germania" (mit "Brule"ist wohl Bruehl gemeint)	fr	1995.10.04	
Cm-NEP	Cm	3255		Nepi, Carlo		uk	1995.10.04	
E-GAL	E	102		Gallese		gl	1995.10.04	
E-COR	E	62		Corchiano		gl	1995.10.04	
E-MON	E	3422		Montone		gl	1995.10.04	
Cm-GIU	Cm	305		Giuliani, Laura	1909-82	gl	1995.10.04	
Cm-GIU	Cm	307		Giuliani, Maria Letizia	1908-85, Schwester von Laura G.	gl	1995.10.04	
K-KLE	K	7210		Klesse, Brigitte	Direkt. Mus. Angewandte Kunst Köln 1972-92	gl	1995.10.04	
Cm-VAN	Cm	2147		Vannoni, Franca		gl	1995.10.04	
K-SPE	K	4838		Spencer, John R.		ME	1995.10.05	
E-RIO	E	82		Rio Marina	Elba (Prov. di Livorno)	nk	1995.10.06	
E-RIO	E	92		Rio nell'Elba		nk	1995.10.06	
Ca-IAC	Ca	5625		Jacovetti, Pancrazio		fr	1995.10.09	
Hh	Hh	8130	v	Bernardus ab Offida		kl	1995.10.09	
Wa-LEN	Wa	250		Lenckhardt, Adam	Bildhauer, gest. 1661	kl	1995.10.09	
Cm-BOR	Cm	525		Borgnini, Mariapia		kl	1995.10.09	
KatE-KEM	KatE	5991		Kempten		kl	1995.10.09	
Zu-IRE	Zu	4815		Irenaeus	Martyr, sanctus, Bischof v. Lyon, 2. Jh.	gl	1995.10.09	
Ca-PAL	Ca	520		Palmaroli, Pietro	1778-1828, Restaurator aus Rom	ME	1995.10.09	
Ca-PIE	Ca	1320		Piergentile da Matelica	hier auch Venanzio da Camerino	nk	1995.10.09	
Ca-RON	Ca	160		Rondani, Francesco Maria		nk	1995.10.09	
Cm-MAC	Cm	2056		Maceratesi, Tommaso		nk	1995.10.09	
Cm-VAG	Cm	212		Vagaggini, Memo		uk	1995.10.09	
Wa-BRU	Wa	2000		Brueloff, Alexander Pawlowitsch		fr	1995.10.10	
Ca-BRA	Ca	520		Brandani, Federico		fr	1995.10.10	
Ca-BOA	Ca	6612		Boari, Adamo	Architekt, vermutl. vor 1870 geboren	fr	1995.10.10	
KatE-LIC	KatE	425		Licata		uk	1995.10.10	
Ca-TRI	Ca	70		Tricca, Angiolo		uk	1995.10.10	
Cm-FRA	Cm	5268		Frangi, Reale F.	geb. 1933, Mailand	gl	1995.10.11	
Cm-FER	Cm	550		Ferrandi, Cornelio	geb. in Treviglio 1913, Intarsien, Möbel, Malerei	gl	1995.10.11	
Wa-HUB	Wa	2020		Huber, Max	geb. 1919 in Baar (Schweiz)	gl	1995.10.11	
Zu-FLA	Zu	4535		Flaminio, Marcantonio	1498-1550, Autor (zus. m. B. Mantova) des "Del beneficio di Cristo"	gl	1995.10.11	
Zu-MAN	Zu	7598		Mantova, Benedetto	Autor von "Del beneficio di Cristo" ?	gl	1995.10.11	
K-MET	K	9794		Metzler, Josef o.m.i.		gw	1995.10.11	
Zu-VAL	Zu	1415		Valdes, Juan de		gl	1995.10.11	
Ca-MAS	Ca	334		Masnaga, Giulio	1852 - 1926	gw	1995.10.11	
KatE-MON	KatE	7430		Montefiore Conca	(FO)	gl	1995.10.12	
Cm-COR	Cm	950		Coronini Cronberg, Carlo	1870-1944, Maler in Gorizia	gl	1995.10.12	
KatM-SEQ	KatM	7808		Sequals	(Udine)	gl	1995.10.12	
Hh	Hh	9487	v	Veronica von Jerusalem	(Berenike) hl.	fr	1995.10.12	
Wa-PAP	Wa	8796		Papworth, Edgar George		fr	1995.10.12	
Wm-HYU	Wm	4800		Hyun, Lee	geb. 1958 in Seoul, S. Korea	gl	1995.10.12	
Vm-KOE	Vm	4948		Koenigsberg	Ostpreussen	gl	1995.10.12	
KatP-CHI	KatP	2675		Chigi-Wittgenstein	Chigi Wittgenstein Bariatinsky, Ariccia	gl	1995.10.12	
Ca-FED	Ca	3255		Fedi, Pio	1825(?)-1892, Bildhauer	gl	1995.10.12	
Cm-IEV	Cm	5436		Ievolella, Antonio	geb. 1952 in Benevento	gl	1995.10.12	
KatE-CHI	KatE	392		Chiaravalle	(Ancona)	gl	1995.10.12	
KatE-VAL	KatE	8252		Valva	(Salerno)	gl	1995.10.12	
Cm-PAP	Cm	318		Papi, Claudia		nk	1995.10.12	
Cm-DYN	Cm	9615		Dynys, Chiara	1956 in Mantua geboren.	nb	1901.06.19	
Cm-SAM	Cm	854		Sambuy, Filippo di		nk	1995.10.12	
Cm-RAS	Cm	238		Rasma, Franco		nk	1995.10.12	
E-GRA	E	172		Grandate		fr	1995.10.13	
K-POE	K	2640		Poeggeler, Otto		gl	1995.10.13	
Cm-FER	Cm	870		Ferrelli, Umberto		gl	1995.10.13	
Wa-FLI	Wa	5130		Flintoe, Johannes		gl	1995.10.13	
KatA-LAM	KatA	554		Lambach	Benediktinerabtei Lambach a. d. Traun, Oberöstereich	gl	1995.10.13	
Wa-LIM	Wa	5564		Limosin, Leonard	ca.1505-ca.1575, Léonard I., Hauptvertr. der Emailleur-Familie	gl	1995.10.13	
Cm-BLA	Cm	4860		Blandino, Giovanni		uk	1995.10.16	
Ca-CAN	Ca	850		Cannicci, Niccolò		uk	1995.10.16	
Ca-BER	Ca	2275		Bertea, Ernesto	1836-1904	gl	1995.10.16	
E-SAN	E	1422		San Giorgio Scarampi		fr	1995.10.16	
E-MOR	E	462		Morsasco		fr	1995.10.16	
E-SEQ	E	12		Sequals	(Udine)	gl	1995.10.16	
E-STR	E	131		Strevi		fr	1995.10.16	
Cm-TRO	Cm	7698		Trotti Bentivoglio, Lorenzo	1874-1930	fr	1995.10.16	
KatA-WEI	KatA	4410		Weimar		gl	1995.10.16	
Cm-LAP	Cm	7840		Lapucci, Mario		kl	1995.10.17	
Wm-GEN	Wm	1410		Gendel, Milton		uk	1995.10.17	
Ca-MIC	Ca	185		Michele da Padova	wirkte im 14. Jh. in Caffa, dem heutigen Feodosiya auf der Krim (Goldschmied)	ME	1995.10.17	
Xr-FEO	Xr	1540		Feodosiya	ehem. Caffa	ME	1995.10.17	
Ca-GUA	Ca	7228		Guastalla, Giuseppe	Bildhauer, geb. 1867	kl	1995.10.17	
Cm-CON	Cm	75		Confalioneri Belgioso, Margherita	Mailand 1887-1957	gl	1995.10.17	
KatE-CUR	KatE	3484		Curio	(Schweiz)	gl	1995.10.17	
Wm-SCH	Wm	400		Scharoun, Hans		gl	1995.10.18	
Xd-SAI	Xd	4487		Saint-Maximin	Saint-Maximin-la-Sainte-Baume (Provence)	gl	1995.10.18	
Cm-CAL	Cm	9667		Calzavara, Attilio	Architekt	gl	1995.10.18	
Cm-DAU	Cm	6793		Dauru, Guido	Daurù, geb. Rocca Pietore (BZ) 1926	gl	1995.10.18	
Ca-RAD	Ca	30		Radi, Bernardino		gw	1995.10.18	
Wm-POI	Wm	6600		Poirier, Anne u. Patrick		gl	1995.10.18	
Ca-BIA	Ca	4860		Bianchi, Pietro		nk	1995.10.19	
KatE-SIN	KatE	7688		Sint-Truiden	Belgien, = Saint Trond	gl	1995.10.19	
Cm-PRE	Cm	680		Presta, Salvador	geb. 1925 in Cosenza, lebte in Argentinien.	gl	1995.10.19	
Vb-FAN	Vb	5250		Fano		gw	1995.10.19	
KatM-WAR	KatM	7380		Wartburg		gl	1995.10.19	
K-SCH	K	6537		Schreyl, Karl Heinz	ehem. Direktor stadtgesch. Museum Nürnberg	gl	1995.10.19	
E-GAM	E	52		Gambassi		gw	1995.10.20	
Ca-EST	Ca	50		Estienne, Giovanni	geb. 1840 in Florenz, wo er auch arbeitete (vor allem nature morte)	nk	1995.10.20	
Ca-CAR	Ca	2120		Carnielo, Rinaldo		nk	1995.10.20	
Ca-PAT	Ca	240		Patrisati, Jacopo		nk	1995.10.20	
Ca-CAL	Ca	1510		Calzetta, Pietro		nk	1995.10.20	
Ca-DOS	Ca	20		Dosi, Girolamo		nk	1995.10.20	
Ca-MAN	Ca	1335		Manzini, Luigi	Maler in Modena (1805-1866)	nk	1995.10.20	
K-CAR	K	5310		Carocci, Guido	Denkmalpfleger Toskana	gl	1995.10.20	
Zs-MON	Zs	7409		Monte, Pietro del	Condottiere, Philosoph u. Schriftsteller, 1457-1509	gl	1995.10.20	
Wa-HAL	Wa	3115		Halley, Peter	geb. New York 1953	gl	1995.10.20	
KatP-MAR	KatP	548		Marazza, Achille	1894-1967	gl	1995.10.20	
Zu-EUA	Zu	2781		Euagrius		gw	1995.10.20	
K-ECK	K	2910		Eckhardt, Ferdinand	geb. 1902	gl	1995.10.20	
Ca-VER	Ca	334		Vergnani, Giuseppe Barlamo	Architekt in Reggio Emilia	gl	1995.10.20	
Ca-MOR	Ca	220		Morani, Vincenzo	aus Polistena	nk	1995.10.20	
Ca-MIC	Ca	220		Micheletti, Angelo	aus Perugia, 1853-1901, Keramiker	gl	1995.10.20	
Cm-RAS	Cm	582		Raspa, Antonio		nk	1995.10.20	
Ca-NEG	Ca	143		Negro di Sanfront,  Ercole	piemontes. Artillierieoffizier u. Festungsarchitekt	nk	1995.10.20	
Ca-MAZ	Ca	670		Mazzola, Giuseppe		nk	1995.10.20	
Ca-GRE	Ca	330		Gregorio, Giovanni de		nk	1995.10.20	
Xe-SIN	Xe	7688		Sint-Truiden		gl	1995.10.20	
Zo-CAR	Zo	740		Carbone, Ludovico	aus Ferrara, 15. Jh.	gl	1995.10.20	
Ca-BER	Ca	8135		Beruto, Cesare	auch Berutto, Angelo Felice Cesare Pompeo (noto come Cesare)	uk	1995.10.23	
Wa-BAR	Wa	8806		Barwitius, Karlo		fr	1995.10.23	
Ca-BAR	Ca	1700		Barilli, Cecrope		fr	1995.10.23	
Cm-MAT	Cm	2530		Mattotti, Lorenzo		fr	1995.10.23	
Cm-LOT	Cm	7512		Lotti, Giorgio		fr	1995.10.23	
Cm-MAF	Cm	2300		Maffei, Gina		fr	1995.10.23	
Cm-SOL	Cm	2500		Solferino, E.G.		fr	1995.10.23	
Cm-MAU	Cm	4186		Maulini, Mauro		gw	1995.10.23	
KatP-KLA	KatP	8310		Klaver, Jacobus A.		uk	1995.10.23	
Wm-DUF	Wm	9300		Dufy, Raoul		uk	1995.10.23	
E-CAR	E	52		Caramagna Piemonte		uk	1995.10.23	
Cm-BOR	Cm	950		Borrello, Giuseppe		fr	1995.10.24	
Cm-LAM	Cm	430		Lamberti, Gabriele		fr	1995.10.24	
Cm-ROT	Cm	110		Rota, Italo		fr	1995.10.24	
E-CAS	E	3516		Castelnuovo di Garfagnana		fr	1995.10.26	
Ca-FAC	Ca	40		Facchina, Gian Domenico		fr	1995.10.26	
Xd-REN	Xd	4892		Rennes		fr	1995.10.26	
Ca-BAS	Ca	290		Basiletti, Luigi		nk	1995.10.26	
Ca-LEO	Ca	38		Leonardi, Pietro		nk	1995.10.26	
Ca-PSE	Ca	10		Psenner, Anton		nk	1995.10.26	
Ca-REU	Ca	10		Reuter, Caspar	spaetgot. Steinmetz	nk	1995.10.26	
Ca-MOS	Ca	200		Moser, Franz	Goldschmied in Bozen, 18. Jh.	nk	1995.10.26	
Ca-VAL	Ca	7048		Valser, Thomas	Brixener Goldschmied des 18. Jh.	nk	1995.10.26	
Ca-ODO	Ca	6612		Odorico	famiglia di mosaicisti, 19./20. Jh.	fr	1995.10.27	
Cm-CAR	Cm	796	v	Carnera	famiglia di mosaicisti	fr	1995.10.27	
Ca-AVO	Ca	45		Avon	famiglia di mosaicisti, 19./20. Jh.	fr	1995.10.27	
Ca-PEL	Ca	65		Pellarin, Pietro	1868-1948	fr	1995.10.27	
Ca-PER	Ca	980		Perrone, Aniello		uk	1995.10.30	
Ca-PER	Ca	1000		Perrone, Michele		uk	1995.10.30	
Cm-ZAV	Cm	392		Zavarini, Carlo		uk	1995.10.30	
Cm-PIA	Cm	162		Piacenza, Giorgio	genannt DASSU; 1910-1969, Torino	gl	1995.10.30	
Ca-MOR	Ca	670		Moretti, Gaetano	1860-1938, Architekt und Restaurator	gl	1995.10.30	
Wa-YOU	Wa	4910		Young, Lamont	englischer Architekt in Neapel, 19. Jh.	gl	1995.10.31	
Cm-FIU	Cm	4528		Fiumi, Napoleone Giovanni	London 1898genannt GIANGIO	gl	1995.10.31	
Zu-AMP	Zu	3020		Amphilochius	ca. 373-ca.404, Bischof v. Ikonium u. Kappadokien	gl	1995.11.02	
KatP-KOE	KatP	3045		Koehler, Reinhold	Sammler von italienischen Volksdrucken in Weimar	gl	1995.11.02	
Hh	Hh	8070		Anthimus	S. Antimo, Mart. unter Diokletian in Rom	gl	1995.11.02	
KatE-LER	KatE	3312		Lerida	katalanisch: Lleida	gl	1995.11.03	
Ca-TAS	Ca	90		Tassara, Givanni Battista	Bildhauer, Genua 1849-1916	gl	1995.11.03	
E-CAL	E	132		Calatafimi	prov. di Trapani	gl	1995.11.03	
Wa-HOG	Wa	51		Hogenberg, Nikolaus	Maler und Kupferstecher, gest. ca. 1537	gl	1995.11.03	
K-VIC	K	1960		Vicenzi, Carlo		fr	1995.11.03	
K-NIC	K	5322		Nicodemi, Giorgio		fr	1995.11.03	
KatE-GRA	KatE	4805		Granada		gl	1995.11.03	
K-VIL	K	4080		Villani, Pasquale		uk	1995.11.06	
K-CAM	K	2022		Camera, Matteo		uk	1995.11.06	
Xa-MUR	Xa	4810		Murnau		uk	1995.11.06	
KatM-BOV	KatM	3478		Bovino		gl	1995.11.07	
Wa-BOC	Wa	3714		Bock, Hans	Hans Bock d. Ä., etwa 1550-1623, Maler	gl	1995.11.08	
KatP-IAC	KatP	5454		Jacometti, Nesto	Schweizer Kunstsammler und Hrsg. von Graphik	gl	1995.11.08	
Wm-STE	Wm	3450		Steinberg, Saul		fr	1995.11.08	
Zp-MAC	Zp	918		MacCarthy, Mary Therese	Wilpert: McCarthy	fr	1995.11.08	
Cm-BEN	Cm	150		Bencini, Ennio	geb. 1942 in Forli, Sohn des Natale B. (Macchiaolo-Maler)	gl	1995.11.08	
E-SAN	E	1962		San Leonardo in Passiria	= St. Leonhard in Passeier (Bozen)	gl	1995.11.08	
KatE-POR	KatE	7612		Portogruaro		nk	1995.11.08	
Zo-POL	Zo	4061		Pollastra, Giovanni	eigentl. Giovanni Lappoli, gen. Pollio, Pollastrino, Pollastra, aretinischer Humanist	gl	1995.11.09	
Ca-FIO	Ca	380		Fiori, Sebastiano	auch Flori, Maler aus Arezzo, 16. Jh.	gl	1995.11.09	
Wm-BRO	Wm	1650		Brodwolf, Juergen	geb. 1932 in Zürich	gl	1995.11.09	
Cm-FRA	Cm	5255		Frangella, Luis	1940, Buenos Aires - 1990, New York	gl	1995.11.09	
Zo-GIA	Zo	1362		Giacosa, Giuseppe		nk	1995.11.09	
E-SAM	E	62		Sambuca Pistoiese		nk	1995.11.09	
Ca-BAS	Ca	626		Bassi, Gildaldo	Photograph in Correggio, 1852-1932	gl	1995.11.10	
Ca-SIM	Ca	510		Simone, Sante		gw	1995.11.10	
KatM-CRE	KatM	4410		Crema		gw	1995.11.13	
Cm-ACC	Cm	450		Accame, Vincenzo		gl	1995.11.13	
Wm-YED	Wm	3318		Yedidsion, Meira		gl	1995.11.13	
Cm-DAV	Cm	3288		Davico, Mario	geb. 1920 in Turin	gl	1995.11.13	
KatM-BRE	KatM	5034		Breno		gw	1995.11.13	
Wa-VAZ	Wa	420		Vazquez, Juan Bautista	Bildhauer, Maler, gest. 1589	gl	1995.11.13	
Vb-SOR	Vb	11		Sora		fr	1995.11.13	
Cm-ROM	Cm	10		Roma, Serse	geb. 1952	gl	1995.11.13	
Vb-VAL	Vb	271		Valentano		fr	1995.11.13	
Vb-FAR	Vb	131		Farnese		fr	1995.11.13	
Cm-DIF	Cm	3440		Difilippo, Domenico	geb. 1946	gl	1995.11.13	
Cm-GIU	Cm	173		Giudice, Paolo del		gl	1995.11.13	
Cm-FER	Cm	1030		Ferretti, Libero	1944 in Offagna (Ancona) geboren.	gl	1995.11.13	
Cm-VEC	Cm	975		Vecchiet, Franco		uk	1995.11.13	
Ca-UGO	Ca	167	v	Ugolino di Neri	auch U. di Nerio, siehe Ugolino da Siena	nk	1995.11.14	
Xa-SCH	Xa	5332		Schoental	Schöntal a. d. Jagst, Hohenloher Land, Baden-Wtb., Zisterzienserkloster	gl	1995.11.14	
K-THR	K	178		Thraede, Klaus	(frühes Christentum)	gl	1995.11.14	
K-MAS	K	6985		Masser, Achim		kl	1995.11.14	
Ca-AND	Ca	457	v	Andrea di Bonajuto	siehe unter Andrea da Firenze	nk	1995.11.14	
Hd	Hd	2855		Vulkan		kl	1995.11.14	
Gh-CAL	Gh	121		Calabro, Mateo		kl	1995.11.14	
KatE-STA	KatE	4674		Stams		kl	1995.11.14	
Xb-STA	Xb	4672		Stams	Tirol	gw	1995.11.14	
KatP-PAR	KatP	4533		Parmiggiani, Luigi		kl	1995.11.14	
K-MAR	K	7502		Martindale, Andrew		nk	1995.11.15	
Ca-SEE	Ca	4236		Seelos	Malerfamilie aus Bozen Brüder	gl	1995.11.15	
Ca-SEE	Ca	4238		Seelos, Ignaz	Bozen 1827-Wien 1902	gl	1995.11.15	
Ca-SEE	Ca	4240		Seelos, Gottfried	Bozen 1829-Wien 1900	gl	1995.11.15	
Ca-SEE	Ca	4242		Seelos, Gustav	Bozen 1831-Wien 1911	gl	1995.11.15	
K-KOC	K	3075		Kochnitzky, Leon	belgischer Humanist in Italien, 1892-1965	gl	1995.11.15	
KatE-LOE	KatE	8658		Loewen	auch: Leuven	kl	1995.11.15	
Ca-RIO	Ca	4232		Riolo, Vincenzo	aus Palermo, 1772-1837	ME	1995.11.15	
Wm-IEL	Wm	4168		Jellicoe, Geoffrey	Gartengestalter	gl	1995.11.15	
Cm-COR	Cm	650		Core, Antonio de	geb. Caserta 1936	gl	1995.11.15	
Gh-POZ	Gh	9886		Pozzo Toscanelli, Paolo dal		nk	1995.11.15	
Ca-AGR	Ca	120		Agrippi, Filippo	römischer Wachsbildner, 19. Jh.	ME	1995.11.16	
Wa-LOC	Wa	1044		Locci, August	Architekt ital. Abkunft, geb. in Krakau, 17. Jh.	ME	1995.11.16	
KatE-CAR	KatE	4416		Carmagnola		fr	1995.11.16	
Wa-ZYL	Wa	4278		Zylinski, Jan Nepomucen	poln. Maler, 17. - 18. Jh.	ME	1995.11.16	
Cm-LEV	Cm	250		Levi, Marco Amadio	1842-1978, Photograph	gl	1995.11.16	
KatM-ANT	KatM	3298		Anticoli Corrado		gl	1995.11.17	
Wa-KAP	Wa	4168		Kaplinski, Leon	poln. Maler, 1826-1873	gl	1995.11.17	
Wa-KAP	Wa	5825		Kappis, Albert		gl	1995.11.17	
KatE-EIC	KatE	2962		Eichenzell	bei Fulda	gl	1995.11.17	
