lev;sys;numbis;text;vw
5;At 400;;...............Theologie allgemein;
5;At 410;;...............Index librorum prohibitorurn (1559 ff.);
5;At 420;;...............Mariologie speziell;
5;At 440;;...............Liturgie speziell;
5;At 460;;...............Hagiographie und Patrozinienkunde speziell;
5;At 480;;...............sonstige Spezialgebiete;
4;At 500;;............Gelehrtenlexika und Adreßbücher;
4;At 600;;............Sonstiges;
2;Ax ;;......Naturwissenschaft und Technik;
4;Ax xxx;yyy;............Naturwissenschaften allgemein;
5;Ax 20;;...............Enzyklopädien und Sachlexika;
5;Ax 40;;...............Bibliographien;
5;Ax 60;;...............Gelehrtenlexika und Adreßbücher;
5;Ax 80;;...............Sonstiges;
4;Ax xxx;yyy;............Mathematik;
5;Ax 120;;...............Enzyklopädien und Sachlexika;
5;Ax 140;;...............Bibliographien;
5;Ax 160;;...............Gelehrtenlexika und Adreßbücher;
5;Ax 180;;...............Sonstiges;
4;Ax xxx;yyy;............Physik;
5;Ax 220;;...............Enzyklopädien und Sachlexika;
5;Ax 240;;...............Bibliographien;
5;Ax 260;;...............Gelehrtenlexika und Adreßbücher;
5;Ax 280;;...............Sonstiges;
4;Ax xxx;yyy;............Chemie;
5;Ax 320;;...............Enzyklopädien und Sachlexika;
5;Ax 340;;...............Bibliographien;
5;Ax 360;;...............Gelehrtenlexika und Adreßbücher;
5;Ax 380;;...............Sonstiges;
4;Ax xxx;yyy;............Medizin;
5;Ax 420;;...............Enzyklopädien und Sachlexika;
5;Ax 440;;...............Bibliographien;
5;Ax 460;;...............Gelehrtenlexika und Adreßbücher;
5;Ax 480;;...............Sonstiges;
4;Ax xxx;yyy;............Zoologie;
5;Ax 520;;...............Enzyklopädien und Sachlexika;
5;Ax 540;;...............Bibliographien;
5;Ax 560;;...............Gelehrtenlexika und Adreßbücher;
5;Ax 580;;...............Sonstiges;
4;Ax xxx;yyy;............Botanik;
5;Ax 620;;...............Enzyklopädien und Sachlexika;
5;Ax 640;;...............Bibliographien;
5;Ax 660;;...............Gelehrtenlexika und Adreßbücher;
5;Ax 680;;...............Sonstiges;
4;Ax xxx;yyy;............Mineralogie;
5;Ax 720;;...............Enzyklopädien und Sachlexika;
5;Ax 740;;...............Bibliographien;
5;Ax 760;;...............Gelehrtenlexika und Adreßbücher;
5;Ax 780;;...............Sonstiges;
4;Ax xxx;yyy;............sonstige naturwissenschaftliche Disziplinen;
5;Ax 920;;...............Enzyklopädien und Sachlexika;
5;Ax 940;;...............Bibliographien;
5;Ax 960;;...............Gelehrtenlexika und Adreßbücher;
5;Ax 980;;...............Sonstiges;
2;Az ;;......Sprachwörterbücher;
3;Az 20;;.........Polyglott-Ausgaben, allgemeiner Wortschatz;
3;Az 24;;.........idem (= Polyglott-Ausgaben), kunstgeschichtlicher Wortschatz;
3;Az 28;;.........idem (= Polyglott-Ausgaben), sonstiger spezieller Wortschatz;
3;Az 40;;.........Hebräisch;
3;Az 50;;.........Altgriechisch;
3;Az 55;;.........Neugriechisch;
3;Az 70;;.........Lateinisch;
3;Az 100;;.........Italienisch, orthographische Wörterbücher;
3;Az 103;;.........idem (= Italienisch), ethymologische Wörterbücher;
3;Az 106;;.........idem (= Italienisch), mundartliche Wörterbücher;
3;Az 110;;.........idem (= Italienisch), fremdsprachliche Wörterbücher;
3;Az 130;;.........Deutsch, orthographische Wörterbücher;
3;Az 133;;.........idem (= Deutsch), ethymologische Wörterbücher;
3;Az 134;;.........idem (= Deutsch), alt- und mittelhochdeutsche Wörterbücher;
3;Az 136;;.........idem (= Deutsch), mundartliche Wörterbücher;
3;Az 140;;.........idem (= Deutsch), fremdsprachliche Wörterbücher;
3;Az 160;;.........Französisch, orthographische Wörterbücher;
3;Az 163;;.........idem (= Französisch), ethymologische Wörterbücher;
3;Az 166;;.........idem (= Französisch), mundartliche Wörterbücher;
3;Az 170;;.........idem (= Französisch), fremdsprachliche Wörterbücher;
3;Az 200;;.........Flämisch;
3;Az 210;;.........Holländisch;
3;Az 220;;.........Englisch bzw. Amerikanisch, orthographische Wörterbücher;
3;Az 225;;.........idem (= Englisch bzw. Amerikanisch), ethymologische Wörterbücher;
3;Az 230;;.........idem (= Englisch bzw. Amerikanisch), fremdsprachliche Wörterbücher;
3;Az 240;;.........Spanisch, orthographische Wörterbücher;
3;Az 245;;.........idem (= Spanisch), ethymologische Wörterbücher;
3;Az 250;;.........idem (= Spanisch), fremdsprachliche Wörterbücher;
3;Az 260;;.........Portugiesisch;
3;Az 270;;.........Dänisch;
3;Az 280;;.........Norwegisch;
3;Az 290;;.........Schwedisch;
3;Az 300;;.........Finnisch;
3;Az 310;;.........Baltische Sprachen (Litauisch, Estnisch, Lettisch);
3;Az 320;;.........Russisch (auch Ukrainisch, Georgisch, Mongolisch, etc.);
3;Az 330;;.........Polnisch;
3;Az 340;;.........Tschechisch und Slowakisch;
3;Az 350;;.........Ungarisch;
3;Az 360;;.........Serbisch, Slowenisch, Kroatisch, Mazedonisch, Albanisch;
3;Az 370;;.........Rumänisch;
3;Az 380;;.........Bulgarisch;
3;Az 390;;.........Türkisch;
3;Az 450;;.........sonstige europäische Sprachen;
3;Az 500;;.........Armenisch;
3;Az 510;;.........Arabisch;
3;Az 520;;.........Indisch;
3;Az 530;;.........Chinesisch;
3;Az 540;;.........Japanisch;
3;Az 600;;.........sonstige außereuropäische Sprachen;
1;B ;;...Italienische Kunst;
2;Bb ;;......Kunst allgemein;
4;Bb xxx;yyy;............System und Geschichte der Kunstwissenschaft (einschließlich Kunstkritik);
5;Bb 20;;...............zeitlich durchgehend;
5;Bb 30;;...............vor 1800;
5;Bb 40;;...............nach 1800;
4;Bb xxx;yyy;............Philosophie der Kunst (einschließlich Ästhetik, Ethik und Psychologie der Kunst);
5;Bb 100;;...............Kunstphilosophie, zeitlich durchgehend;
5;Bb 104;;...............idem (= Kunstphilosophie), vor 1800;
5;Bb 107;;...............idem (= Kunstphilosophie), nach 1800;
5;Bb 130;;...............Ästhetik, zeitlich durchgehend;
5;Bb 134;;...............idem (= Ästhetik), vor 1800;
5;Bb 137;;...............idem (= Ästhetik), nach 1800;
5;Bb 160;;...............Kunstethik;
5;Bb 180;;...............Kunstpsychologie;
4;Bb xxx;yyy;............Morphologie der Kunst, auch der einzelnen Kunstgattungen;
5;Bb 200;;...............allgemein, mehrere Kunstgattungen;
5;Bb 202;;...............idem (= allgemein), Architektur;
5;Bb 204;;...............idem (= allgemein), Plastik;
5;Bb 206;;...............idem (= allgemein), Malerei;
5;Bb 208;;...............idem (= allgemein), sonstige Kunstgattungen;
5;Bb 220;;...............Anatomie (und Körperproportionen) für Künstler ;anatomische Darstellungen = Hm 2630
5;Bb 230;;...............Kompositionsprinzipien (einschließlich Symmetrie, Rhythmus, Proportionen etc.), mehrere Kunstgattungen;
5;Bb 232;;...............idem (= Kompositionsprinzipien (einschließlich Symmetrie), Architektur;
5;Bb 234;;...............idem (= Kompositionsprinzipien (einschließlich Symmetrie), Plastik;
5;Bb 236;;...............idem (= Kompositionsprinzipien (einschließlich Symmetrie), Malerei;
5;Bb 238;;...............idem (= Kompositionsprinzipien (einschließlich Symmetrie), sonstige Kunstgattungen;
5;Bb 240;;...............Perspektive, zeitlich durchgehend;
5;Bb 242;;...............idem (= Perspektive), Spätantike und Frühchristentum (bis 800);
5;Bb 244;;...............idem (= Perspektive), Mittelalter (800-1400);
5;Bb 245;;...............idem (= Perspektive), 15. Jh.;
5;Bb 246;;...............idem (= Perspektive), 1500-1800;
5;Bb 248;;...............idem (= Perspektive), nach 1800;
5;Bb 250;;...............Raumbegriff, mehrere Kunstgattungen;
5;Bb 252;;...............idem (= Raumbegriff), Architektur;
5;Bb 254;;...............idem (= Raumbegriff), Plastik;
5;Bb 256;;...............idem (= Raumbegriff), Malerei;
5;Bb 258;;...............idem (= Raumbegriff), sonstige Kunstgattungen;
5;Bb 260;;...............Licht und Farbe, mehrere Kunstgattungen;
5;Bb 262;;...............idem (= Licht und Farbe), Architektur;
5;Bb 264;;...............idem (= Licht und Farbe), Plastik;
5;Bb 266;;...............idem (= Licht und Farbe), Malerei;
5;Bb 268;;...............idem (= Licht und Farbe), sonstige Kunstgattungen;
5;Bb 280;;...............Sonstiges, mehrere Kunstgattungen;
5;Bb 282;;...............idem (= Sonstiges), Architektur;
5;Bb 284;;...............idem (= Sonstiges), Plastik;
5;Bb 286;;...............idem (= Sonstiges), Malerei;
5;Bb 288;;...............idem (= Sonstiges), sonstige Kunstgattungen;
4;Bb xxx;yyy;............Soziologie der Kunst, auch der einzelnen Kunstgattungen;
5;Bb 300;;...............allgemein, zeitlich durchgehend;
5;Bb 310;;...............idem (= allgemein), vor 1400;
5;Bb 314;;...............idem (= allgemein), 1400-1800;
5;Bb 318;;...............idem (= allgemein), nach 1800;
5;Bb 330;;...............Stellung des Künstlers (auch Zunftwesen und Handwerkerorganisationen), zeitlich durchgehend;
5;Bb 340;;...............idem (= Stellung des Künstlers (auch Zunftwesen und Handwerkerorganisationen)), vor 1400;
5;Bb 344;;...............idem (= Stellung des Künstlers (auch Zunftwesen und Handwerkerorganisationen)), 1400-1800;
5;Bb 348;;...............idem (= Stellung des Künstlers (auch Zunftwesen und Handwerkerorganisationen)), nach 1800;
5;Bb 360;;...............Auftraggeber (Mäzenatenwesen), zeitlich durchgehend;
5;Bb 370;;...............idem (= Auftraggeber (Mäzenatenwesen)), vor 1400;
5;Bb 374;;...............idem (= Auftraggeber (Mäzenatenwesen)), 1400-1800;
5;Bb 378;;...............idem (= Auftraggeber (Mäzenatenwesen)), nach 1800;
4;Bb xxx;yyy;............Künstlerwanderungen;
5;Bb 400;;...............Wechselbeziehungen (Aus- und Einwanderungen), zeitlich durchgehend;
5;Bb 403;;...............idem (= Wechselbeziehungen (Aus- und Einwanderungen)), bis 1400;
5;Bb 405;;...............idem (= Wechselbeziehungen (Aus- und Einwanderungen)), 1400-1800;
5;Bb 407;;...............idem (= Wechselbeziehungen (Aus- und Einwanderungen)), nach 1800;
5;Bb 420;;...............Auswanderungen aus Italien, zeitlich durchgehend;
5;Bb 423;;...............idem (= Auswanderungen aus Italien), bis 1400;
5;Bb 425;;...............idem (= Auswanderungen aus Italien), 1400-1800;
5;Bb 427;;...............idem (= Auswanderungen aus Italien), nach 1800;
5;Bb 440;;...............Einwanderungen nach Italien, zeitlich durchgehend;
5;Bb 443;;...............idem (= Einwanderungen nach Italien), bis 1400;
5;Bb 445;;...............idem (= Einwanderungen nach Italien), 1400-1800;
5;Bb 447;;...............idem (= Einwanderungen nach Italien), nach 1800;
5;Bb 460;;...............Künstlerwanderungen innerhalb Italiens, zeitlich durchgehend;
5;Bb 463;;...............idem (= Künstlerwanderungen innerhalb Italiens), bis 1400;
5;Bb 465;;...............idem (= Künstlerwanderungen innerhalb Italiens), 1400-1800;
5;Bb 467;;...............idem (= Künstlerwanderungen innerhalb Italiens), nach 1800;
4;Bb xxx;yyy;............Jüdische Kunst (auch einzelne Kunstgattungen);
5;Bb 500;;...............zusammenfassend;
5;Bb 502;;...............Architektur;
5;Bb 504;;...............Plastik;
5;Bb 506;;...............Malerei und Graphik;
5;Bb 508;;...............Kunstgewerbe;
4;Bb 515;;............Zigeunerkunst (auch einzelne Kunstgattungen);
4;Bb xxx;yyy;............Die Kunst (auch einzelne Kunstgattungen) in ihren Beziehungen zu anderen Gebieten des geistigen Lebens;
5;Bb 520;;...............Kunst und Religion;
5;Bb 524;;...............Kunst und Rasse;
5;Bb 528;;...............Kunst und Recht;
5;Bb 532;;...............Kunst und Geschichte (Kulturgeschichte, Politik, Krieg);
5;Bb 536;;...............Kunst und Publizistik (Presse, Rundfunk, Fernsehen);
5;Bb 540;;...............Kunst und Photographie (Film);
5;Bb 544;;...............Kunst und Theater;
5;Bb 548;;...............Kunst und Literatur;
5;Bb 552;;...............Kunst und Wirtschaft, Gewerbe, Handel, Industrie, Verkehr;
5;Bb 556;;...............Kunst und Naturwissenschaft (Technik);
5;Bb 560;;...............Kunst und Medizin;
5;Bb 564;;...............Kunst und Psychiatrie (Psychoanalyse, Graphologie);
5;Bb 568;;...............Kunst und sonstige Gebiete;
5;Bb 570;;...............Kunst und Kybernetik;
4;Bb xxx;yyy;............Kunsterziehung und Kinderkunst, auch in einzelnen Kunstgattungen;
5;Bb 580;;...............allgemein;
5;Bb 582;;...............Erziehung zum Kunstschaffen;
5;Bb 584;;...............Erziehung zum Kunstbetrachten;
5;Bb 586;;...............Kunst und Kind (auch Kinderkunst);
4;Bb xxx;yyy;............Kunsttechniken (nur mehrere Gattungen);
5;Bb 600;;...............zeitlich durchgehend;
5;Bb 620;;...............Spätantike und Frühchristentum (bis 800);
5;Bb 640;;...............Mittelalter (800-1400);
5;Bb 660;;...............Neuzeit (nach 1400);
4;Bb 700;;............Wesenszüge italienischer Kunst (Nationalstil, Kunstgeographie);
4;Bb 720;;............Wesenszüge italienischer Kunstlandschaften (zusammenfassende und vergleichende Darstellungen);
4;Bb 740;;............Wesenszüge italienischer Kunst im Vergleich mit anderen Nationalstilen;
4;Bb 760;;............Varia;
4;Bb 780;;............topographische Beschreibungen und Reiseführer;
4;Bb xxx;yyy;............Geschichte der Kunst (allgemein oder vermischte Gattungen);
5;Bb 800;805;...............zeitlich durchgehend;
5;Bb 810;815;...............Frühchristentum und Mittelalter (bis 1400), gesamt;
5;Bb 820;825;...............Frühchristentum (vor 800);
5;Bb 830;835;...............Mittelalter (800-1400);
5;Bb 840;860;...............idem (= Mittelalter (800-1400)), nach Jahrhunderten;
5;Bb 900;905;...............Neuzeit (nach 1400);
5;Bb 910;970;...............idem (= Neuzeit (nach 1400)), nach Jahrhunderten;
5;Bb 975;990;...............19. und 20. Jh.;
2;Be ;;......Kunst nach Landschaften;
3;Be xxx;yyy;.........Oberitalien;
4;Be xxx;yyy;............Kunst allgemein (oder vermischte Gattungen);
5;Be 10;;...............Wesenszüge oberitalienischer Kunst (Regionalstil);
5;Be 12;;...............Wesenszüge oberitalienischer Kunstlandschaften;
5;Be 14;;...............Künstlerwanderungen innerhalb Oberitaliens;
5;Be 20;;...............Varia;
5;Be 30;;...............topographische Beschreibungen und Reiseführer;
5;Be 50;;...............Geschichte der Kunst, zeitlich durchgehend;
5;Be 52;62;...............idem (= Geschichte der Kunst), Frühchristentum und Mittelalter (bis 1400);
5;Be 64;88;...............idem (= Geschichte der Kunst), Neuzeit (1400 bis zur Gegenwart);
4;Be xxx;yyy;............Architektur;
5;Be 110;;...............Wesenszüge oberitalienischer Architektur (Regionalstil);
5;Be 112;;...............Wesenszüge der Architektur oberitalienischen Kunstlandschaften;
5;Be 120;;...............Varia;
5;Be 150;;...............Geschichte der Architektur, zeitlich durchgehend;
5;Be 152;162;...............idem (= Geschichte der Architektur), Frühchristentum und Mittelalter (bis 1400);
5;Be 164;188;...............idem (= Geschichte der Architektur), Neuzeit (1400 bis zur Gegenwart);
4;Be xxx;yyy;............Plastik;
5;Be 210;;...............Wesenszüge oberitalienischer Plastik (Regionalstil);
5;Be 212;;...............Wesenszüge der Plastik oberitalienischer Kunstlandschaften;
5;Be 220;;...............Varia;
5;Be 250;;...............Geschichte der Plastik, zeitlich durchgehend;
5;Be 252;262;...............idem (= Geschichte der Plastik), Frühchristentum und Mittelalter (bis 1400);
5;Be 264;288;...............idem (= Geschichte der Plastik), Neuzeit (1400 bis zur Gegenwart);
4;Be xxx;yyy;............Malerei;
5;Be 310;;...............Wesenszüge oberitalienischer Malerei (Regionalstil);
5;Be 312;;...............Wesenszüge der Malerei oberitalienischer Kunstlandschaften;
5;Be 320;;...............Varia;
5;Be 350;;...............Geschichte der Malerei, zeitlich durchgehend;
5;Be 352;362;...............idem (= Geschichte der Malerei), Frühchristentum und Mittelalter (bis 1400);
5;Be 364;388;...............idem (= Geschichte der Malerei), Neuzeit (1400 bis zur Gegenwart);
3;Be xxx;yyy;.........Piemont (auch Valle d'Aosta);
4;Be xxx;yyy;............Kunst allgemein (oder vermischte Gattungen);
5;Be 410;;...............Wesenszüge der Kunst in Piemont;
5;Be 415;;...............Varia;
5;Be 418;;...............topographische Beschreibungen und Reiseführer;
5;Be 420;;...............Geschichte der Kunst, zeitlich durchgehend;
5;Be 422;430;...............idem (= Geschichte der Kunst), Frühchristentum und Mittelalter (bis 1400);
5;Be 432;440;...............idem (= Geschichte der Kunst), Neuzeit (1400 bis zur Gegenwart);
