id,language_code,holdings,author_person,author_corporate,author_uniform,title,publication,physical_description,subject_personal,subject_corporate,subject_meeting,subject_uniform_title,subject_named_event,subject_chronological,subject_topical,subject_geographic 
BV001309545,fre,{'a': 'DE-Y7'},,,,L' art du siège au XVIIIe siècle en France,Courbevoie,332 S.,,,,,,Geschichte 1730-1775,Stuhl,Frankreich
BV001309613,fre,{'a': 'DE-188'},"Montfaucon, Bernard de",,,Voyage en Italie,Genève,259 S.,,,,,,,,Italien
BV001310104,fre,{'a': 'DE-Y2'},"Picard, Jean-Charles",,,Le souvenir des évêques,Paris,819 S.,,Catholic Church,,,,Geschichte Anfänge-900,Bischof,Oberitalien
BV001310134,eng,{'a': 'DE-Y2'},"O'Reilly, Jennifer",,,Studies in the iconography of the virtues and vices in the Middle Ages,New York [u.a.],"XXII, 465 S.",,,,,,Geschichte 50 v. Chr.-1500,Ikonographie,
BV001310231,fre,{'a': 'DE-M341'},,Mobilier National (Paris),,"Paris, Mobilier national",Paris,243 Seiten,"Meulen, Adam Frans van der <1632-1690>",Mobilier National,,,,Geschichte 1600-1800,Zeichnung,Frankreich
BV001310317,ita,{'a': 'DE-Y2'},"Brandi, Cesare",,,Umbria vera,Roma,122 S. Ill.,"Burri, Alberto <1915-1995>",,,,,,,Umbrien
BV001310730,rus,{'a': 'DE-83'},,,,Caricyno,Moskva,133 S.,,,,,,,,Caricyno
BV001310850,ger,{'a': 'DE-521'},,,,Guido Reni und Europa,Frankfurt am Main,822 S.,"Reni, Guido",,,,,Geschichte 1600-1800,Rezeption,
BV001310887,ita,{'a': 'DE-Y2'},,,,Tra le abbazie del Lazio,Roma,"IV, 356 S.",,,,,,,Kloster,Latium
BV001310896,ita,{'a': 'DE-Y2'},,,,Ambrogio e la cruciforme Romana Basilica degli apostoli nei milleseicento anni della sua storia,Milano,460 S.,Ambrosius,"Sant'Ambrogio (Church : Milan, Italy)",,,,,Liturgy and architecture,San Nazaro Maggiore
BV001311053,ita,{'a': 'DE-Y2'},"De Chirico, Giorgio",,,"Penso alla pittura, solo scopo della vita mia",Milano,161 S.,"Soffici, Ardengo",,,,,,,
BV001311423,ita,{'a': 'DE-Y2'},"Garin, Eugenio",,,Ermetismo del Rinascimento,Roma,79 S.,,,,,,Geschichte 1400-1600,Hermetische Philosophie,Italien
BV001311474,ger,{'a': 'DE-154'},"Nipperdey, Thomas",,,50 Jahre Forschungsförderung in Deutschland,[Bonn-Bad Godesberg],132 Seiten,,Deutsche Forschungsgemeinschaft,,,,Geschichte 1920-1970,Forschungsförderung,Deutschland
BV001311789,ger,{'a': 'DE-Freis2'},"Klemm, Elisabeth",,,Die romanischen Handschriften der Bayerischen Staatsbibliothek,Wiesbaden,219 S.,,,,,,,,
BV001312102,eng,{'a': 'DE-Y2'},"Pears, Iain",,,The discovery of painting,New Haven u.a.,"X, 291 S.",,,,,,Sozialgeschichte 1680-1768,Kunstsoziologie,England
BV001312131,ita,{'a': 'DE-M458'},,,,Il costume e l'immagine pittorica nel Seicento umbro,Firenze,174 S.,,,,,,Geschichte 1600-1800,Kleidung,Umbrien
BV001312198,eng,{'a': 'DE-Re13'},"Nicol, Donald MacGillivray",,,Byzantium and Venice,Cambridge [u.a.],"X, 465 S.",,,,,,,Geschichte,Venedig
BV001312234,eng,{'a': 'DE-Y2'},"Bober, Phyllis Pray",,,Renaissance artists & antique sculpture,London u.a.,522 S.,,,,,,Geschichte 800 v. Chr.-500,Antike,Italien
BV001312459,ita,{'a': 'DE-188'},"Morolli, Gabriele",,,Firenze e il Classicismo,Firenze,294 S.,,,,,,Geschichte 1420-1600,Renaissance,Florenz
BV001312699,ita,{'a': 'DE-Y2'},,Museo nazionale romano,,Museo Nazionale Romano,Roma,"X, 253 S.",,,,,,,,
BV001312992,ger,{'a': 'DE-235'},"Rossiaud, Jacques",,,Dame Venus,München,239 S.,,,,,,Geschichte 1350-1550,Sexualverhalten,Frankreich
BV001313029,ger,{'a': 'DE-2461'},"Origo, Iris",,,Der Heilige der Toskana,München,259 S.,Bernardinus,,,,,,,
BV001313133,eng,{'a': 'DE-Y2'},"McDannell, Colleen",,,Heaven,New Haven u.a.,"XIV, 410 S.",,,,,,Geschichte 300 v. Chr.-1980,Kultur,
BV001313263,grc,{'a': 'DE-Y2'},Plutarchus,,,La vita di Solone,Milano,"LIV, 305 S.",Plutarchus,,,,,,"Scritti miscellanei in greco classico, origini-499",
BV001313382,ita,{'a': 'DE-Y2'},,,,Umberto Mastroianni,Milano,47 S.,"Mastroianni, Umberto",,,,,,,
BV001314077,ger,{'a': 'DE-Y2'},,,,Ideal und Idyll,Weinheim,"IX, 374 S.",,Kunsthalle Mannheim,,,,Geschichte 1850-1890,Katalog,Deutschland
BV001314770,ita,{'a': 'DE-521'},,,,Aufstieg und Niedergang der römischen Welt,Berlin ; New York,"XII S., S. 2650 - 3618",,,,,,,,
BV001314884,ita,{'a': 'DE-188'},,,,La Galleria Estense di Modena,Bologna,212 S.,,Galleria e Museo Estense,,,,,,
BV001314888,eng,{'a': 'DE-Y2'},,,,Geometrie dionisiache,Milano,129 S.,,,,,,Geschichte 1900-2000,Kunst,Italien
BV001314915,eng,{'a': 'DE-Y2'},,,,A tour of Italian gardens,New York,224 S.,,,,,,,Park,Italien
BV001315047,ita,{'a': 'DE-Y2'},,,,Aquileia e le Venezie nell'alto Medioevo,Udine,480 S.,Paulinus,Katholische Kirche,,,,Geschichte 500-1000,,Friaul
BV001315511,ita,{'a': 'DE-Y2'},"Marconi, Paolo",,,Dal piccolo al grande restauro,Venezia,233 S.,,,,,,Geschichte 1500-2000,Denkmalpflege,Italien
BV001315557,ita,{'a': 'DE-Y2'},,,,Il mistero di una cattedrale,Torino,231 S.,,,,,,,Geschichte,Dom Mailand
BV001316160,eng,{'a': 'DE-Y2'},"Barbagallo, Jano",,,"Jano Barbagallo, pittore fra la Sicilia e l'Europa",Catania,[68] S.,"Barbagallo, Jano",,,,,,Bibliografie,
BV001316446,ger,{'a': 'DE-Aug9'},"Theil, Edmund",,,Der Dom zu Bozen,Bozen,54 S.,,,,,,,,Dom Bozen
BV001317397,ita,{'a': 'DE-Y2'},"Semoli, Paola",,,Codici miniati camaldolesi nella Biblioteca Comunale Rilliana di Poppi e nella Biblioteca della Città di Arezzo,Poppi,128 S.,,Biblioteca Comunale Rilliana,,,,,Illuminierte Handschrift,Poppi
BV001317408,ita,{'a': 'DE-188'},,,,Gli affreschi della Scoletta del Carmine,Padova,159 S.,,"S. Maria del Carmine (Monastery : Padua, Italy).",,,,,Freskomalerei,Scuola del Carmine
BV001317575,fre,{'a': 'DE-188'},,,,Les voyageurs étrangers et le Val d'Aoste,[Paris],"XIV, 287 S.",,,,,,,Ausländer,Aostatal
BV001318164,ita,{'a': 'DE-Y3'},"Sticca, Sandro",,,Il convento di S. Maria del Paradiso a Tocco da Casauria,L'Aquila,207 S.,,Santa Maria del Paradiso,,,,,,
BV001318189,ita,{'a': 'DE-Y2'},"Dini, Piero",,,Giuseppe Abbati,Torino,362 S.s,"Abbati, Giuseppe",,,,,,,
BV001318194,ita,{'a': 'DE-Y2'},,,,"Cannaregio, un sestiere di Venezia",Roma,474 S.,,,,,,,Architektur,Venice (Italy)
BV001318263,ita,{'a': 'DE-Y2'},"Crosetto, Alberto",,,Il castello di Terzo,Alessandria,114 S.,,,,,,,Architektur,Italien
BV001318713,ita,{'a': 'DE-255'},,,,La Colonna Traiana,Torino,"XIX, 597 S.: zahlr. Ill.",,,,,,,"Trajan's Column (Rome, Italy)",Trajanssäule
BV001318922,ita,{'a': 'DE-Y2'},,,,Daniele Calabi,Padova,90 S.,"Calabi, Daniele",,,,,,Architektur,Padua
BV001319350,ger,{'a': 'DE-Y7'},,,,Der Text des Bildes,München,131 S.,,,,,,,Bildergeschichte,
BV001319606,ger,{'a': 'DE-188'},,,,Meisterzeichnungen aus New York,Stuttgart,148 S.,"Suida Manning, Bertina",,,,,Geschichte 1500-2000,Grafik,
BV001319617,ita,{'a': 'DE-188'},,,,Palazzo Altemps,Roma,324 S.,"Riario, Girolamo","Palazzo Altemps (Rome, Italy)",,,,,Restaurierung,Palazzo Altemps
BV001319964,eng,{'a': 'DE-Y2'},"Field, Arthur",,,The origins of the Platonic Academy of Florence,"Princeton, NJ","XVI, 302 S.",,Platonische Akademie,,,,Geistesgeschichte 1450-1470,Gründung,Florenz
BV001320704,ita,{'a': 'DE-Y2'},,,,Bibliografia topografica della colonizzazione Greca in Italia e nelle isole Tirreniche,Pisa [u.a.],"XV, 521 S.: zahlr. Kt.",,,,,,,Syditalien. Grekiska kolonier (Bibliogr.),
BV001320781,ita,{'a': 'DE-M515'},,,,Aufstieg und Niedergang der römischen Welt,Berlin ; New York,"XV, 871 S.",,,,,,,,
BV001321156,eng,{'a': 'DE-Y2'},,,,Palazzo Pisani Moretta,Milano,134 S.,Pisani,,,,,Geschichte 1200-1875,,Palazzo Pisani-Moretta
BV001321518,fre,{'a': 'DE-11'},"Gauthier, Marie-Madeleine",,,Emaux méridionaux,Paris,"XIV, 316, CCLXIV S.",,,,,,Geschichte 1000-1200,Cloisonné,Frankreich
BV001321876,ita,{'a': 'DE-Y2'},"Deichmann, Friedrich Wilhelm",,,Giuseppe Bovini,Ravenna,40 S.,"Bovini, Giuseppe",,,,,,Christian art and symbolism,Ravenna (Italy)
BV001322062,ita,{'a': 'DE-Y2'},,,,Le figure del tempo,Milano,255 S.,,,,,,,Zeit,
BV001322104,ita,{'a': 'DE-Y2'},,,,"La letteratura, la rappresentazione, la musica al tempo e nei luoghi di Giorgione",Roma,297 S.,Giorgione,,,,,Geschichte 1480-1510,Kultur,Venetien
BV001322172,ita,{'a': 'DE-Y3'},,,,Ancona,Ancona,211 S.,,,,,,Geschichte 1895-1945,,Ancona
BV001322268,ger,{'a': 'DE-Y2'},"Cossio, Luciano",,,Roma nella vita e nell'opera di scrittori tedeschi contemporanei,Udine,76 S.,,,,,,Geschichte 1949-1985,Deutsch,Deutschland
BV001322345,ger,{'a': 'DE-11'},"Wieacker, Franz",,,Römische Rechtsgeschichte,München,"XXVI, 724 S.",,,,,,,Droit romain - Sources,
BV001322702,eng,{'a': 'DE-Y2'},"Friedman, David",,,Florentine new towns,"Cambridge, Mass. u.a.","X, 373 S.",,,,,,Geschichte 1299-1350,Städtebau,Firenzuola
BV001322731,ita,{'a': 'DE-Y2'},"Di Filippo Bareggi, Claudia",,,Il mestiere di scrivere,Roma,421 S.,,,,,,Geschichte 1500-1600,Literaturproduktion,Venedig
BV001322843,ita,{'a': 'DE-M341'},"Rigon, Fernando",,,Gli animali di Jacopo Bassano,Bassano,93 S.,"Bassano, Jacopo",,,,,,Tiermalerei,
BV001322883,ger,{'a': 'DE-Y2'},"Ost, Hans",,,Kunst und Kochkunst,Neuenburg,160 S.,,,,,,,Kunst,
BV001323011,ger,{'a': 'DE-355'},,,,Rom vor hundert Jahren,Ebersberg,144 S.,,,,,,Geschichte 1846-1890,,Rom
BV001323942,ita,{'a': 'DE-Y2'},"Pasquale, Margherita",,,La cattedrale di Bisceglie,Bari,201 S.,,Cattedrale di Bisceglie,,,,Geschichte,Kirchenbau,Cattedrale Bisceglie
BV001324208,ger,{'a': 'DE-Y2'},,Sottsass Associati,,Sottsass Associati,Stuttgart,263 S.,,Sottsass Associati,,,,,,
BV001324511,ita,{'a': 'DE-Y2'},"Salaris, Claudia",,,Bibliografia del futurismo,[S.l.],118 S.,,,,,,Geschichte 1909-1944,Futurismus,Italien
BV001324878,ger,{'a': 'DE-384'},"Weber, Max",,,Gesammelte Aufsätze zur Wissenschaftslehre,Tübingen,"XI, 613 S.",,,,,,,Wissenschaftslehre,
BV001325151,ita,{'a': 'DE-Y2'},"Montobbio, Luigi",,,Giovanni Battista Belzoni,Padova,221 S.,"Belzoni, Giovanni Battista",,,,,,Explorers,
BV001325857,ger,{'a': 'DE-Re13'},"Mazal, Otto",,,Handbuch der Byzantinistik,Graz,279 S.,,,,,,Geschichte 0395-1453,Byzantinistik,Byzantinisches Reich
BV001325954,ger,{'a': 'DE-150'},"Livius, Titus",,,Römische Geschichte,Darmstadt,464 S.,,,,,,,,
BV001326030,eng,{'a': 'DE-Swf2'},,,,"Hollstein's German engravings, etchings and woodcuts",Amsterdam,212 S.,,,,,,,,
BV001326033,eng,{'a': 'DE-Swf2'},,,,"Hollstein's German engravings, etchings and woodcuts",Amsterdam,215 S.,,,,,,,,
BV001326240,ger,{'a': 'DE-Y2'},"Seippel, Ralf-Peter",,,Architektur und Interpretation,Essen,216 Seiten,,,,,,Geschichte 1900-2000,Kunstbetrachtung,
BV001326254,ger,{'a': 'DE-188'},"Petersen, Heinz",,,Bucheinbände,Graz,312 S.,,,,,,Geschichte,Bucheinband,
BV001326413,ger,{'a': 'DE-70'},"Ernst, Konrad",,,Die Wiegendrucke des Kestner-Museums,Hannover,"XXII, 130, 39 S.",,Kestner-Museum,,,,,Inkunabel,
BV001327058,ger,{'a': 'DE-Y7'},"Elbert, Claudia",,,Die Theater Friedrich Weinbrenners,Karlsruhe,201 S.,"Weinbrenner, Friedrich",,,,,Geschichte 1787-1824,Theaterbau,Deutschland
BV001327557,eng,{'a': 'DE-Y2'},"Sunderland, John",,,John Hamilton Mortimer,[London],"XXV, 270, ca. 100 S.","Mortimer, John Hamilton",,,,,,Biografie,Großbritannien
BV001327866,ita,{'a': 'DE-Y2'},"Vlora, Nedim R.",,,Il segreto di Federico II,Galatina,"182, 40 S.",Friedrich,Castello del Monte (Italy),,,,,,Cheopspyramide
BV001327947,ger,{'a': 'DE-Re5'},"Euw, Anton von",,,Liber viventium Fabariensis,Bern [u.a.],231 S.,,Kloster Pfäfers,,Liber viventium Fabariensis,,Geschichte 0700-1500,Buchmalerei,Schweiz
BV001328101,ita,{'a': 'DE-Y2'},,,,Donatello e il restauro della Giuditta,Firenze,125 S.,Judit,,,,,Geschichte 1500-1600,Restaurierung,
BV001328236,ger,{'a': 'DE-Y2'},,,,Bibliothek in vier Jahrhunderten,Münster,"VII, 433 S.",,Jesuitenbibliothek,,,,Geschichte 1588-1988,Bibliothek,Münster (Westf)
BV001328280,ita,{'a': 'DE-Y2'},,,,Roma tra leggenda e storia,Roma,[178] S.,,,,,,,Kunst,Rom
BV001328481,ger,{'a': 'DE-Y2'},"Scamardi, Teodoro",,,La Puglia nella letteratura di viaggio tedesca,Lecce,159 S.,"Riedesel, Johann Hermann",,,,,,Reise,Apulien
BV001328548,ita,{'a': 'DE-Y2'},,,,Il Catasto di S. Stefano di Viterbo,Roma,"XXXI, 380 S.",,"S. Stefano (Church : Viterbo, Italy)",,,,Geschichte 1127-1388,Urkunde,San Stefano
BV001328559,und,{'a': 'DE-Y2'},,,,Statuta civitatis Ferentini,Roma,"LXXV, 340 S.",,,,,,Geschichte 1330-1450,Geschichte,Ferentino
BV001328638,ger,{'a': 'DE-Met1'},"Goez, Werner",,,Emilia-Romagna,Köln,436 S.,,,,,,,Art,Emilia-Romagna
BV001328657,ger,{'a': 'DE-355'},,,,Die geistlichen Grundlagen der Ikone,München,201 S.,,,,,,,Theologie,
BV001328689,ita,{'a': 'DE-Y2'},"Mansuelli, Guido A.",,,La fine del mondo antico,Torino,"VII, 273 S.",,,,,,,Spätantike,
BV001328738,pol,{'a': 'DE-188'},,,,Katalog zabytków sztuki w Polsce,Warszawa,"XXI, 86, ca. 80 S.",,,,,,,,
BV001329165,eng,{'a': 'DE-29'},"Kühnel, Gustav",,,Wall painting in the Latin kingdom of Jerusalem,Berlin,"XIV, 242, LXXV S., [28] Bl.",,,,,,,Wandmalerei,Königreich Jerusalem
BV001329187,ita,{'a': 'DE-Y2'},,,,Vetri nelle civiche collezioni bresciane,Brescia,141 S.,,,,,,Geschichte 500 v. Chr.-1800,Glas,Italien
BV001329292,ita,{'a': 'DE-Y2'},,,,Le diocesi delle Marche in età Sistina,Fano,662 S.,Sixtus,,,,,Geschichte 1585-1590,Diözese,Marken
BV001329409,ger,{'a': 'DE-Y2'},,,,Grundlagen für die bibliothekarische Regionalplanung,Wiesbaden,52 S.,,,,,,,Bibliotheksplanung,Deutschland
BV001329548,ita,{'a': 'DE-Y2'},"Tafuri, Manfredo",,,Storia dell'architettura italiana,Torino,"XXI, 268 S.",,,,,,Geschichte 1900-2000,Architektur,Italien
BV001329584,ger,{'a': 'DE-2501'},"Renner-Volbach, Dorothee",,,Die koptischen Textilien im Museo Missionario Etnologico der vatikanischen Museen,Wiesbaden,"61, 10 S.",,Museo Missionario Etnologico,,,,,Textilkunst,Rom
BV001329742,ita,{'a': 'DE-Y2'},"Vergine, Lea",,,L'arte in gioco,Milano,487 S.,,,,,,Geschichte 1968-1977,Kunstbetrieb,
BV001330093,ita,{'a': 'DE-Y2'},,,,Le stampe del Risorgimento del museo di Villafranca,Villafranca,154 S.,,Museo di Villafranca,,,,Geschichte 1800-1900,Druckgrafik,Villafranca di Verona
BV001330525,ita,{'a': 'DE-Y2'},,,,I pittori della Brancacci agli Uffizi,Firenze,101 Seiten,Masaccio,Galleria degli Uffizi,,,,Geschichte 1400-1500,Malerei,Italien
BV001330886,ita,{'a': 'DE-Y2'},"Picca, Francesco",,,Bari capitale a teatro,Bari,190 S.,,Politeama Petruzzelli,,,,Geschichte 1877-1914,Theater,Italien
BV001330949,eng,{'a': 'DE-Y2'},,,,Art and history,Cambridge u.a.,310 S.,,,,,,,Bildbetrachtung,
BV001331029,ger,{'a': 'DE-B496'},"Pomian, Krzysztof",,,Der Ursprung des Museums,Berlin,109 S.,Medici,,,,,Geschichte,Theorie,
BV001331252,ita,{'a': 'DE-Y2'},"Ronchi, Benedetto",,,La Chiesa del Carmine di Trani,Fasano (Brindisi),103 S.,,Chiesa del Carmine di Trani,,,,,Carmelite art,Chiesa del Carmine
BV001331438,ita,{'a': 'DE-Y2'},,,,Cultura e società nel Settecento lorenese,Firenze,"310, [58] S.",,Fraternitas Beatae Mariae Virginis,,,,Geschichte 1700-1800,"Alltag, Brauchtum",Arezzo (Italy)
BV001331468,ita,{'a': 'DE-Y2'},,,,Cultura ebraica in Emilia-Romagna,Rimini,706 S.,,,,,,,Juden,Emilia-Romagna
BV001331481,ita,{'a': 'DE-Y2'},,,,La cittadella come città,Siena,39 S.,,,,,,,Zitadelle,Siena
BV001331710,ita,{'a': 'DE-Y2'},"Conti, Alessandro",,,Storia del restauro e della conservazione delle opere d'arte,Milano,383 S.,,,,,,Geschichte 1500-2000,Konservierung,Italien
BV001331775,ger,{'a': 'DE-Y7'},"Germer, Stefan",,,Historizität und Autonomie,Hildesheim [u.a.],"VIII, 573 S.","Chenavard, Paul Marc Joseph",,,,,Geschichte 1800-1900,Historienmalerei,Frankreich
BV001332192,ita,{'a': 'DE-188'},"De Maio, Romeo",,,Donna e Rinascimento,Milano,"345, XXXIII S.",,,,,,Geschichte 1420-1600,Renaissance,Europa
BV001332507,eng,{'a': 'DE-B170'},,,,Calligram,Cambridge u.a.,"XXIX, 183 S.",,,,,,Geschichte 1970-1980,Kunstbetrachtung,Frankreich
BV001332915,eng,{'a': 'DE-Y2'},"Young, Alan R.",,,The English tournament imprese,New York,"XX, 171 S.",,,,,,Geschichte 1500-1699,Imprese,England
BV001332992,eng,{'a': 'DE-M341'},"Lister, Raymond",,,Catalogue raisonné of the works of Samuel Palmer,Cambridge u.a.,"VIII, 279 S.","Milton, John",,,,,Geschichte 1800-1900,Illustration,England
BV001333319,ita,{'a': 'DE-Y2'},"Moormann, Eric M.",,,La pittura parietale romana come fonte di conoscenza per la scultura antica,Assen/Maastricht u.a.,"X, 288 S.",,,,,,Geschichte 600 v. Chr.-500,Plastik,Griechenland
BV001333376,fre,{'a': 'DE-Y2'},,,,Cro-mantica,Milano,71 S.,,,,,,Geschichte 1958-1988,Kunst,Italien
BV001333783,eng,{'a': 'DE-Y2'},"Baron, Hans",,,In search of Florentine civic humanism,"Princeton, NJ",218 S.,,,,,,,,
BV001333920,ita,{'a': 'DE-Y2'},,,,La diffusione delle scienze islamiche nel Medio Evo europeo,Roma,538 S.,,,,,,Geschichte 1100-1500,Wissensvermittlung,Europa
BV001334300,ger,{'a': 'DE-Re5'},,,,Mittelalterliche Visionsliteratur,Darmstadt,"XI, 227 S.",,,,,,Geschichte 500-1500,Quelle,
BV001334371,lat,{'a': 'DE-M100'},Thomas,,,Summa de arte praedicandi,Turnholti,"LXXXIII, 380 S.",Thomas,,,,,,Predigt,
BV001334828,ger,{'a': 'DE-Y3'},,,,Genial company,[London],74 S.,,,,,,Geschichte 1700-1800,Genie,Großbritannien
BV001334979,ita,{'a': 'DE-Y2'},,,,Arti e manifatture nella Marca nei secoli XIII - XVI,Macerata,"VIII, 333 S.",,,,,,Geschichte 1200-1600,Handwerk,Marken
BV001334982,ita,{'a': 'DE-B220'},"D'Onofrio, Cesare",,,Visitiamo Roma mille anni fa,Roma,215 S.,,,,,,Geschichte Anfänge-1400,Architektur,Rom
BV001334988,ger,{'a': 'DE-70'},,,,Barock in Böhmen,München,359 S.,Rudolf,,,,,Geschichte 1600-1750,Barock,Tschechoslowakei
BV001335154,ger,{'a': 'DE-M333'},,,,Fotografische Sammlungen mittelalterlicher Urkunden in Europa,Sigmaringen,161 S.,,Archives - service de reprographie,,,,Geschichte 500-1500,Urkunde,Europa
BV001335304,ger,{'a': 'DE-Y2'},,,,Denkmaltopographie Bundesrepublik Deutschland,Worms,347 S.,,,,,,,Baudenkmal,Mainz
BV001335306,ger,{'a': 'DE-Y2'},"Ruser, Edith",,,Denkmaltopographie Bundesrepublik Deutschland,Worms,286 S.,,,,,,,Baudenkmal,Bad Kreuznach
BV001335307,ger,{'a': 'DE-Y2'},"Kerkhoff, Ulrich",,,Denkmaltopographie Bundesrepublik Deutschland,Worms,118 S.,,,,,,,Baudenkmal,Wittlich
BV001335772,ita,{'a': 'DE-Y2'},,,,La Madonna del Pilone,Fossano,206 S.,"Mary <Blessed Virgin, Saint>","Santuario de Vicoforte (Mondovì, Italy)",,,,,Geschichte,Vicoforte
BV001335804,ger,{'a': 'DE-M508'},,,,Denkmäler im 19. Jahrhundert,München,485 S.,,,,,,Geschichte 1800-1900,Kulturdenkmal,Deutschland
BV001335811,ger,{'a': 'DE-Y2'},,,,Die Langobarden,Neumünster,342 S.,,,,,,Geschichte,Langobarden,
BV001335864,lat,{'a': 'DE-12'},"Hamesse, Jacqueline",,,Les auctoritates Aristotelis,Paris,351 S.,Aristoteles,,,,,,Rezeption,
BV001335918,lat,{'a': 'DE-Y2'},Johannes,,,Commentaire sur l'Evangile de Jean,Paris,475 S.,,,,Bibel,,,Bibel,
BV001335934,ita,{'a': 'DE-29'},"Weiss, Roberto",,,Medieval and humanist Greek,Padova,"XXII, 328 S.","Weiss, Roberto",,,,,,Philologie grecque - Moyen âge,
BV001336090,ita,{'a': 'DE-Y2'},,,,Il teatro della città,Trino,112 S.,,Teatro Civico Trino,,,,,Geschichte,Trino
BV001336624,ita,{'a': 'DE-Y2'},"Concina, Ennio",,,"Pietre, parole, storia",Venezia,156 S.,,,,,,Geschichte 1400-1800,Architektur,Italien
BV001336673,ita,{'a': 'DE-Y2'},,,,Xanto e il Duca di Urbino,Milano,247 S.,"Xanto Avelli, Francesco",,,,,Geschichte 1500-1600,Literatur,Italien
BV001336841,ita,{'a': 'DE-M341'},,,,Due tavole leonardesche,Vicenza,70 S.,Salaj,Pinacoteca Ambrosiana,,,,,,
BV001336852,eng,{'a': 'DE-739'},"Kadushin, Max",,,A conceptual commentary on midrash Leviticus Rabbah,"Atlanta, Georgia","xiii, 252 Seiten",,,,Midraš Way-yiqrā Rabba,,,,
BV001336874,ita,{'a': 'DE-Y2'},"Fossati, Paolo",,,La pittura metafisica,Torino,"XXIV, 201 S.","De Chirico, Giorgio",,,,,Geschichte 1900-2000,"Painting, Italian",Italien
BV001336901,ita,{'a': 'DE-Y2'},"Caronia, Giuseppe",,,Ritratto di Michelangelo architetto,Roma u.a.,"VII, 167 S.",Michelangelo,,,,,,Architektur,Italien
BV001337004,fre,{'a': 'DE-B486'},"Thuillier, Jacques",,,Nicolas Poussin,[Paris],301 S.,"Poussin, Nicolas",,,,,,Malerei,
BV001337345,ita,{'a': 'DE-Y2'},,,,Disegnare Il libro,Milano,223 S.,,,,,,Geschichte 1945-1988,Bucheinband,Italien
BV001337346,ita,{'a': 'DE-Y2'},,,,Eleganza e civetterie,Firenze,102 S.,,Museo di Palazzo Davanzati,,,,Geschichte 1500-2000,Stickerei,Palazzo Davanzati
BV001337462,ita,{'a': 'DE-Y2'},"Salvi, Sandro",,,Antiche farmacie romane,Roma,175 S.,,,,,,Geschichte 1600-1900,Pharmazie,Rom
BV001338352,fre,{'a': 'DE-Y2'},"Sanders, Gabriel",,,Bibliographie signalétique du Latin des chrétiens,Turnholti,"XI, 188 S.",,,,,,,Kirchenväter,
BV001338410,ita,{'a': 'DE-Y2'},,,,Papiri dell'Istituto Papirologico G. Vitelli,Firenze,47 S.,,Istituto Papirologico G. Vitelli,,,,,Papyrus,
BV001338583,ger,{'a': 'DE-255'},"Altmann, Lothar",,,Wallfahrtskirche Kirchhaslach,München u.a.,15 S.,,,,,,,,Unsere Liebe Frau
BV001338894,ita,{'a': 'DE-Y2'},,,,Il colore della città,Roma,263 S.,,,,,,,Farbe,Italien
BV001338952,ita,{'a': 'DE-Y2'},,,,Le fontanelle di Roma,Roma,143 S.,,,,,,,Brunnen,Rom
BV001339084,ger,{'a': 'DE-Bb24'},,,,Persepolis,Mainz,103 Seiten,,,,,,,Ausgrabung,Persepolis
BV001339563,ger,{'a': 'DE-210'},,,,Schmuck alter Büchsen und Gewehre,Hamburg u.a.,34 S.,,,,,,Geschichte 1650-1850,Waffe,
BV001339586,ger,{'a': 'DE-Y2'},"Ariès, Philippe",,,Zeit und Geschichte,Frankfurt am Main,265 S.,,,,,,Geschichte 500-1950,Geschichtsphilosophie,Frankreich
BV001339589,eng,{'a': 'DE-Y2'},"Rogers, Malcolm",,,Museums and galleries of London,London,375 S.,,,,,,,Museum,London
BV001339624,ger,{'a': 'DE-11'},"Dennerlein, Ingrid",,,Die Gartenkunst der Régence und des Rokoko in Frankreich,Worms,"IX, 242 S.",,,,,,Geschichte 1700-1755,Französischer Garten,Frankreich
BV001339648,ita,{'a': 'DE-Y2'},"Boldrini, Enrica",,,L' indagine nel Palazzo D'Arnolfo,Firenze,177 S.,,,,,,,Ausgrabung,San Giovanni Valdarno
BV001339784,ger,{'a': 'DE-Aug3'},,Hamburger Kunsthalle,,Die dritte Dimension,Hamburg,482 Seiten,,Hamburger Kunsthalle,,,,,Plastik,Deutschland
BV001340191,ita,{'a': 'DE-Y2'},"Pagliari, Francesco",,,"Architettura, idea, città",[Cremona],"XXXIII, 87 S. + Kt.-Beil.","Crotti, Carlo",,,,,Geschichte 1800-1900,Städtebau,Cremona
BV001340231,ger,{'a': 'DE-Freis2'},"Lindemann, Bernd Wolfgang",,,Ferdinand Tietz,Weißenhorn,412 S.,"Dietz, Ferdinand",,,,,,"Sculpture, Rococo",Deutschland
BV001340333,ita,{'a': 'DE-Y2'},,,,Il teatro italiano,Torino,"XXXVIII, 475 S.",,,,,,,,
BV001340591,ger,{'a': 'DE-M507'},"Stange, Alfred",,,Alte Bilderrahmen,Darmstadt,"38, [22] S.",,,,,,,Geschichte,
BV001340601,ger,{'a': 'DE-Swf2'},,,,Brockhaus-Enzyklopädie,München ; Leizpzig,688 S.,,,,,,,Encyclopédies et dictionnaires allemands,
BV001340608,ger,{'a': 'DE-210'},"Verlet, Pierre",,,Möbel von J. H. Riesener,Darmstadt,"32 S., [10] Bl.","Riesener, Jean Henri",,,,,Geschichte 1700-1800,Möbel,Frankreich
